system:index,area,class_id,state,tenure,year,.geo
0_0_0,11448.958234051086,3,35,4,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_1,4442.207481719899,4,35,4,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_2,1061.4688941223221,9,35,4,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_3,663.3356206420888,11,35,4,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_4,1218.3140362670672,12,35,4,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_5,1119.3780296630857,15,35,4,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_6,5.660657940673828,20,35,4,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_7,241.67433671874863,21,35,4,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_8,0.7429919616699219,24,35,4,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_9,81.31996774291973,25,35,4,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_10,90.04333500976556,33,35,4,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_11,2.8706650390624997,39,35,4,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_12,0.08243973388671876,41,35,4,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_13,92.607634020997,46,35,4,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_14,14.46074924316408,47,35,4,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_15,0.5776800170898437,48,35,4,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_0,1594.025165448055,3,35,5,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_1,3.2761821838378906,4,35,5,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_2,720.5041414917017,9,35,5,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_3,7.289845062255858,11,35,5,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_4,51.51457394409185,15,35,5,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_5,8.187377307128903,21,35,5,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_6,3.68574302368164,25,35,5,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_7,0.9829157531738282,33,35,5,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_8,0.9828334350585937,39,35,5,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2_0,2034.5298310547107,3,35,6,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2_1,137.3371976623541,4,35,6,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2_2,1104.986564489729,9,35,6,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2_3,38.48037274780267,11,35,6,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2_4,467.65690966186656,15,35,6,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2_5,1.4085550903320312,20,35,6,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2_6,126.97105279541078,21,35,6,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2_7,102.25098540039141,25,35,6,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2_8,12.992699157714853,33,35,6,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2_9,1.5743308288574218,39,35,6,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2_10,2.1543474121093746,41,35,6,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2_11,219.56101744384236,46,35,6,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2_12,160.1098712463372,47,35,6,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2_13,7.855822125244144,48,35,6,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3_0,10840.541231762778,3,35,10,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3_1,2317.435409460424,4,35,10,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3_2,467.1508679992648,9,35,10,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3_3,1080.5183715942383,11,35,10,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3_4,47.61145768432617,12,35,10,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3_5,7367.68922670278,15,35,10,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3_6,1381.7311398925826,20,35,10,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3_7,5831.595391186466,21,35,10,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3_8,0.41432482910156254,24,35,10,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3_9,47.44947099609373,25,35,10,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3_10,177.61715014038109,33,35,10,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3_11,1.4893002075195316,39,35,10,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3_12,182.81254947509723,41,35,10,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3_13,53.927806665039036,46,35,10,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_0,2071.640530053663,3,35,11,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_1,71.45437253417971,4,35,11,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_2,87.6669441711424,9,35,11,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_3,110.97107044067398,11,35,11,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_4,3474.430524090592,15,35,11,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_5,251.74206459350606,20,35,11,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_6,1232.7112594604496,21,35,11,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_7,20.81371663208007,25,35,11,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_8,25.944451507568353,33,35,11,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_9,22.79385110473633,39,35,11,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_10,262.3249484313967,41,35,11,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_11,0.49728856201171867,46,35,11,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_12,1.0034581115722654,47,35,11,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_5_0,6.576182043457023,3,35,12,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_5_1,1.5819208557128905,4,35,12,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_5_2,0.16641935424804688,11,35,12,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_5_3,9.820749475097651,15,35,12,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
