system:index,area,class_id,state,tenure,year,.geo
0_0_0,14899.071873827774,3,22,3,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_1,143225.18298288176,4,22,3,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_2,929.5952411865203,11,22,3,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_3,26597.792238459202,12,22,3,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_4,832.2520790039061,15,22,3,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_5,133.54883715209976,21,22,3,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_6,39.3165744934082,25,22,3,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_7,633.2251662658671,29,22,3,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_8,56.020918298339836,33,22,3,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_0,0.6147649658203124,3,22,4,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_1,8.958039819335939,4,22,4,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2_0,224.51206665649423,3,22,5,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2_1,113.25176496582039,4,22,5,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2_2,7.411571038818357,5,22,5,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2_3,269.137029248046,33,22,5,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3_0,3.027192834472656,3,22,7,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3_1,62.05739912719726,4,22,7,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3_2,4.985974627685547,12,22,7,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3_3,2.8491098144531257,15,22,7,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_0,101174.88093966847,3,22,10,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_1,241225.1293069958,4,22,10,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
